Date,Equity
2024-09-08,1.0
2024-09-09,1.0
2024-09-10,1.0
2024-09-11,1.0
2024-09-12,1.0
2024-09-13,1.0
2024-09-14,1.0
2024-09-15,1.0
2024-09-16,1.0
2024-09-17,1.0
2024-09-18,1.0
2024-09-19,1.0
2024-09-20,1.0
2024-09-21,1.0
2024-09-22,1.0
2024-09-23,1.0
2024-09-24,1.0
2024-09-25,1.0
2024-09-26,1.0
2024-09-27,1.0
2024-09-28,1.0
2024-09-29,1.0
2024-09-30,1.0
2024-10-01,1.0
2024-10-02,1.0
2024-10-03,1.0
2024-10-04,1.0
2024-10-05,1.0
2024-10-06,1.0
2024-10-07,1.0
2024-10-08,1.0
2024-10-09,1.0
2024-10-10,1.0
2024-10-11,1.0
2024-10-12,1.0
2024-10-13,1.0
2024-10-14,1.0
2024-10-15,1.0
2024-10-16,1.0
2024-10-17,1.0
2024-10-18,1.0
2024-10-19,1.0
2024-10-20,1.0
2024-10-21,1.0
2024-10-22,1.0
2024-10-23,1.0
2024-10-24,1.0
2024-10-25,1.0
2024-10-26,1.0
2024-10-27,1.0
2024-10-28,1.0
2024-10-29,1.0
2024-10-30,1.0
2024-10-31,1.0
2024-11-01,1.0
2024-11-02,1.0
2024-11-03,1.0
2024-11-04,1.0
2024-11-05,1.0
2024-11-06,1.0
2024-11-07,1.0
2024-11-08,1.0
2024-11-09,1.0
2024-11-10,1.0
2024-11-11,1.0
2024-11-12,1.0
2024-11-13,1.0
2024-11-14,1.0
2024-11-15,1.0
2024-11-16,1.0
2024-11-17,0.9921307753061838
2024-11-18,0.9998251302572534
2024-11-19,1.0197144714417523
2024-11-20,1.0417521999985333
2024-11-21,1.0877471695818095
2024-11-22,1.093190475594801
2024-11-23,1.0797142902742833
2024-11-24,1.0823262938268912
2024-11-25,1.0280903611573498
2024-11-26,1.0157560485131976
2024-11-27,1.0596747526309185
2024-11-28,1.0562508600062892
2024-11-29,1.076227506656826
2024-11-30,1.065047230790533
2024-12-01,1.0742206887210741
2024-12-02,1.0586011197012288
2024-12-03,1.0601124014740129
2024-12-04,1.090660256213936
2024-12-05,1.0666430573822074
2024-12-06,1.103383302484539
2024-12-07,1.1034122892795872
2024-12-08,1.1179076710188554
2024-12-09,1.075909428343305
2024-12-10,1.0675469967825515
2024-12-11,1.1172121604781435
2024-12-12,1.1047336902907603
2024-12-13,1.1203728426513075
2024-12-14,1.1194199880343192
2024-12-15,1.1517275827902973
2024-12-16,1.1708425624499355
2024-12-17,1.1720669957300545
2024-12-18,1.1047175577589923
2024-12-19,1.0765524865882148
2024-12-20,1.0794785137538454
2024-12-21,1.0736126561868469
2024-12-22,1.050204697672472
2024-12-23,1.0455812175920507
2024-12-24,1.0896395069311648
2024-12-25,1.0965201611355224
2024-12-26,1.057830467795972
2024-12-27,1.039823801695813
2024-12-28,1.0508561241290475
2024-12-29,1.032815812641779
2024-12-30,1.0230208640221672
2024-12-31,1.0317002523835377
2025-01-01,1.0426385402733118
2025-01-02,1.0698819003777333
2025-01-03,1.0833599836431647
2025-01-04,1.0847822345454432
2025-01-05,1.0856516658564443
2025-01-06,1.1272063070434881
2025-01-07,1.0702775356220524
2025-01-08,1.0495265274466548
2025-01-09,1.0212631944914725
2025-01-10,1.045749185716928
2025-01-11,1.0442599891213238
2025-01-12,1.0433969418068512
2025-01-13,1.0437070832598228
2025-01-14,1.0659857645504427
2025-01-15,1.1098297586547357
2025-01-16,1.1015744747113927
2025-01-17,1.1535313206202644
2025-01-18,1.1529353659173078
2025-01-19,1.116290967033127
2025-01-20,1.126528050547448
2025-01-21,1.1721295416419883
2025-01-22,1.1445982115319981
2025-01-23,1.1479894077419748
2025-01-24,1.1574784421495594
2025-01-25,1.1563207820223196
2025-01-26,1.1338806028735737
2025-01-27,1.127312333147995
2025-01-28,1.1189728494666549
2025-01-29,1.1451518938255096
2025-01-30,1.1565488804928779
2025-01-31,1.1308165433505704
2025-02-01,1.1115017618536354
2025-02-02,1.0787391779396676
2025-02-03,1.1197783545421476
2025-02-04,1.0807582462471361
2025-02-05,1.0668846140076085
2025-02-06,1.0666400379243888
2025-02-07,1.0659309829586099
2025-02-08,1.0654160359953866
2025-02-09,1.0656108341597288
2025-02-10,1.0759628296115626
2025-02-11,1.0572994745712034
2025-02-12,1.0809132738385103
2025-02-13,1.0669776133083884
2025-02-14,1.0767514257232773
2025-02-15,1.0775396767540988
2025-02-16,1.0620213027062526
2025-02-17,1.0575860642531985
2025-02-18,1.0550039101978725
2025-02-19,1.0671072774540955
2025-02-20,1.0858612162289807
2025-02-21,1.0614748671115035
2025-02-22,1.0664684464501302
2025-02-23,1.0631133111935172
2025-02-24,1.009493261648528
2025-02-25,0.9798770390506468
2025-02-26,0.9314094785957094
2025-02-27,0.9353539257480803
2025-02-28,0.9316964133585979
2025-03-01,0.950015032586419
2025-03-02,1.0407457715728385
2025-03-03,0.9503878062215485
2025-03-04,0.9631588187363386
2025-03-05,1.0007187172307939
2025-03-06,0.9934103352590276
2025-03-07,0.9578636386968529
2025-03-08,0.9513697339038086
2025-03-09,0.8900441142787132
2025-03-10,0.8671965671352713
2025-03-11,0.9150133050251964
2025-03-12,0.9245115703466801
2025-03-13,0.8951862509419619
2025-03-14,0.9272362428109933
2025-03-15,0.9313662572138071
2025-03-16,0.9118935149379037
2025-03-17,0.9284132274682654
2025-03-18,0.9134263642665272
2025-03-19,0.9590954912161803
2025-03-20,0.9294237105944567
2025-03-21,0.92805494723066
2025-03-22,0.9257276354151334
2025-03-23,0.950263059478573
2025-03-24,0.9662145100476761
2025-03-25,0.9659140308597205
2025-03-26,0.959610696990074
2025-03-27,0.9626608670071165
2025-03-28,0.931477114450822
2025-03-29,0.9120911600196168
2025-03-30,0.9091862690587088
2025-03-31,0.911553696528097
2025-04-01,0.9404881255507804
2025-04-02,0.9108557704211314
2025-04-03,0.917670341634397
2025-04-04,0.925852640968779
2025-04-05,0.9221091171666087
2025-04-06,0.8636903727175584
2025-04-07,0.8749632165335147
2025-04-08,0.8749632165335147
2025-04-09,0.8749632165335147
2025-04-10,0.8749632165335147
2025-04-11,0.8749632165335147
2025-04-12,0.8749632165335147
2025-04-13,0.8749632165335147
2025-04-14,0.8749632165335147
2025-04-15,0.8749632165335147
2025-04-16,0.8749632165335147
2025-04-17,0.8749632165335147
2025-04-18,0.8749632165335147
2025-04-19,0.8749632165335147
2025-04-20,0.8749632165335147
2025-04-21,0.8749632165335147
2025-04-22,0.8749632165335147
2025-04-23,0.8749632165335147
2025-04-24,0.8749632165335147
2025-04-25,0.8749632165335147
2025-04-26,0.8749632165335147
2025-04-27,0.8749632165335147
2025-04-28,0.8749632165335147
2025-04-29,0.8749632165335147
2025-04-30,0.8749632165335147
2025-05-01,0.8749632165335147
2025-05-02,0.8749632165335147
2025-05-03,0.8749632165335147
2025-05-04,0.8749632165335147
2025-05-05,0.8749632165335147
2025-05-06,0.8749632165335147
2025-05-07,0.8749632165335147
2025-05-08,0.8749632165335147
2025-05-09,0.8749632165335147
2025-05-10,0.8749632165335147
2025-05-11,0.8749632165335147
2025-05-12,0.8749632165335147
2025-05-13,0.8749632165335147
2025-05-14,0.8749632165335147
2025-05-15,0.8749632165335147
2025-05-16,0.8749632165335147
2025-05-17,0.8749632165335147
2025-05-18,0.8749632165335147
2025-05-19,0.8749632165335147
2025-05-20,0.8749632165335147
2025-05-21,0.8749632165335147
2025-05-22,0.8749632165335147
2025-05-23,0.8406028263680518
2025-05-24,0.8445466608546229
2025-05-25,0.8542952712535099
2025-05-26,0.8574682737101355
2025-05-27,0.8539759938876562
2025-05-28,0.8446341928011666
2025-05-29,0.8277060652400198
2025-05-30,0.8148316461822591
2025-05-31,0.8198423298270864
2025-06-01,0.8277871088045118
2025-06-02,0.8295846966885276
2025-06-03,0.8260662797043882
2025-06-04,0.8205779654449603
2025-06-05,0.7958503741798806
2025-06-06,0.8179012017929697
2025-06-07,0.8275013139384897
2025-06-08,0.8288961324461025
2025-06-09,0.8641573059159947
2025-06-10,0.8638684504924012
2025-06-11,0.8515626830314161
2025-06-12,0.8299570441226702
2025-06-13,0.8312256452360364
2025-06-14,0.8263791911104931
2025-06-15,0.8270029939547062
2025-06-16,0.8367555218672844
2025-06-17,0.8195526174473727
2025-06-18,0.8217637478704429
2025-06-19,0.820204271365486
2025-06-20,0.8094335571600375
2025-06-21,0.8011895780744271
2025-06-22,0.7912370121189788
2025-06-23,0.827204745909816
2025-06-24,0.8308704369242936
2025-06-25,0.8411783948249387
2025-06-26,0.8380345288763934
2025-06-27,0.839040778994735
2025-06-28,0.8409154929295511
2025-06-29,0.8492039113110991
2025-06-30,0.8394082907479147
2025-07-01,0.8281489279206085
2025-07-02,0.8529157555337542
2025-07-03,0.8590948988482099
2025-07-04,0.8464519803651537
2025-07-05,0.847994256536559
2025-07-06,0.8558362619907351
2025-07-07,0.8485323025576201
2025-07-08,0.8536283757586908
2025-07-09,0.8722466044219439
2025-07-10,0.9087629125518879
2025-07-11,0.9207488517466564
2025-07-12,0.9201082158358004
2025-07-13,0.9332780399103574
2025-07-14,0.9390257058183898
2025-07-15,0.9227874891449994
2025-07-16,0.9303194601171876
2025-07-17,0.9346391922846841
2025-07-18,0.9245585113892948
2025-07-19,0.9240629459073255
2025-07-20,0.9190548943420097
2025-07-21,0.9201420043913889
2025-07-22,0.9401673550036921
2025-07-23,0.9304483708020969
2025-07-24,0.9274165212606666
2025-07-25,0.9216803630491028
2025-07-26,0.9241208516565774
2025-07-27,0.935882207136753
2025-07-28,0.9239415029828905
2025-07-29,0.9239232620597646
2025-07-30,0.9232105806236767
2025-07-31,0.9069686912812005
2025-08-01,0.8878659763543868
2025-08-02,0.8816514529944052
2025-08-03,0.8948985867532171
2025-08-04,0.9015913528393135
2025-08-05,0.8943013495487242
2025-08-06,0.9012475298017368
2025-08-07,0.920591416665181
2025-08-08,0.9142593678944557
2025-08-09,0.9127835058223509
2025-08-10,0.9347717144275282
2025-08-11,0.930264125236296
2025-08-12,0.9415580111530081
2025-08-13,0.9664041072072543
2025-08-14,0.9273505356394265
2025-08-15,0.9198192992010554
2025-08-16,0.9205479567476663
2025-08-17,0.9202479608945128
2025-08-18,0.9108400517644797
2025-08-19,0.8840353824979594
2025-08-20,0.895345734214406
2025-08-21,0.880806188204322
2025-08-22,0.9157116636732602
2025-08-23,0.9039610201445848
2025-08-24,0.8889499034238918
2025-08-25,0.8628273100177449
2025-08-26,0.875976873201179
2025-08-27,0.8714279052715808
2025-08-28,0.8817916265311778
2025-08-29,0.8494018681748206
2025-08-30,0.85251421038038
2025-08-31,0.8480375940317708
2025-09-01,0.8559813936307733
2025-09-02,0.8712596358163026
2025-09-03,0.8753544170022975
2025-09-04,0.8675224501769558
2025-09-05,0.8669534925244232
2025-09-06,0.8636135060466994
2025-09-07,0.8710013247572722
2025-09-08,0.8780827204437915
2025-09-09,0.8738448887969069
2025-09-10,0.892843361132837
2025-09-11,0.9050047314876011
2025-09-12,0.9096590438088087
2025-09-13,0.908475403773626
2025-09-14,0.9042221469165813
2025-09-15,0.9045137568419892
2025-09-16,0.915469573569359
2025-09-17,0.9125339479579752
2025-09-18,0.9177731940422384
2025-09-19,0.9064253811011173
2025-09-20,0.9066847327497218
2025-09-21,0.9034264019480043
2025-09-22,0.883387646093538
2025-09-23,0.8776366747833283
2025-09-24,0.8879329413540504
2025-09-25,0.854404165891902
2025-09-26,0.8596030126162222
2025-09-27,0.8593610449346233
2025-09-28,0.8784839595414087
2025-09-29,0.8963301319516879
2025-09-30,0.8936325565082114
2025-10-01,0.929617613054903
2025-10-02,0.9455409595653426
2025-10-03,0.95796162035756
2025-10-04,0.9592065939664747
2025-10-05,0.9677314710259927
2025-10-06,0.9774394984314821
2025-10-07,0.9515749100286085
2025-10-08,0.9664887622296808
2025-10-09,0.9535665984738055
2025-10-10,0.8870376670532497
2025-10-11,0.868182796078572
2025-10-12,0.9023582673555679
2025-10-13,0.9031520535672993
2025-10-14,0.8862878304482444
2025-10-15,0.8679891239954507
2025-10-16,0.8476405785036023
2025-10-17,0.8341780427029117
2025-10-18,0.8399013465726756
2025-10-19,0.8514066558064235
2025-10-20,0.8664672923486226
2025-10-21,0.8499194084601529
2025-10-22,0.8437430196475116
2025-10-23,0.8623993216469537
2025-10-24,0.8699538183228676
2025-10-25,0.874715984692893
2025-10-26,0.8968947436124687
2025-10-27,0.894128060779029
2025-10-28,0.8850146384985209
2025-10-29,0.8622863258614155
2025-10-30,0.8485769254870117
2025-10-31,0.8583755453966161
2025-11-01,0.8623545762952589
2025-11-02,0.8668644915102454
2025-11-03,0.8348027637143961
2025-11-04,0.7959645329772954
2025-11-05,0.8139953794314357
2025-11-06,0.7936983737290906
2025-11-07,0.8099256336063752
2025-11-08,0.8013831889463969
2025-11-09,0.820481251825702
2025-11-10,0.8304862145267734
2025-11-11,0.8069879880269939
2025-11-12,0.7965338578967363
2025-11-13,0.7811325812968347
2025-11-14,0.7396092621911492
2025-11-15,0.748630194421848
2025-11-16,0.7378799859521282
2025-11-17,0.7378799859521282
2025-11-18,0.7378799859521282
2025-11-19,0.7378799859521282
2025-11-20,0.7378799859521282
2025-11-21,0.7378799859521282
2025-11-22,0.7378799859521282
2025-11-23,0.7378799859521282
2025-11-24,0.7378799859521282
2025-11-25,0.7378799859521282
2025-11-26,0.7378799859521282
2025-11-27,0.7378799859521282
2025-11-28,0.7378799859521282
2025-11-29,0.7378799859521282
2025-11-30,0.7378799859521282
2025-12-01,0.7378799859521282
2025-12-02,0.7378799859521282
2025-12-03,0.7378799859521282
2025-12-04,0.7378799859521282
2025-12-05,0.7378799859521282
2025-12-06,0.7378799859521282
2025-12-07,0.7378799859521282
2025-12-08,0.7378799859521282
2025-12-09,0.7378799859521282
2025-12-10,0.7378799859521282
2025-12-11,0.7378799859521282
2025-12-12,0.7378799859521282
2025-12-13,0.7378799859521282
2025-12-14,0.7378799859521282
2025-12-15,0.7378799859521282
2025-12-16,0.7378799859521282
2025-12-17,0.7378799859521282
2025-12-18,0.7378799859521282
2025-12-19,0.7378799859521282
2025-12-20,0.7378799859521282
2025-12-21,0.7378799859521282
2025-12-22,0.7378799859521282
2025-12-23,0.7378799859521282
2025-12-24,0.7378799859521282
2025-12-25,0.7378799859521282
2025-12-26,0.7378799859521282
2025-12-27,0.7378799859521282
2025-12-28,0.7378799859521282
2025-12-29,0.7378799859521282
2025-12-30,0.7378799859521282
2025-12-31,0.7378799859521282
2026-01-01,0.7378799859521282
2026-01-02,0.7378799859521282
2026-01-03,0.7378799859521282
2026-01-04,0.7378799859521282
2026-01-05,0.7378799859521282
2026-01-06,0.7378799859521282
2026-01-07,0.7378799859521282
2026-01-08,0.7378799859521282
2026-01-09,0.7378799859521282
2026-01-10,0.7378799859521282
2026-01-11,0.7378799859521282
2026-01-12,0.7378799859521282
2026-01-13,0.7378799859521282
2026-01-14,0.7378799859521282
2026-01-15,0.7378799859521282
2026-01-16,0.7378799859521282
2026-01-17,0.7378799859521282
2026-01-18,0.7378799859521282
2026-01-19,0.7378799859521282
2026-01-20,0.7378799859521282
2026-01-21,0.7378799859521282
2026-01-22,0.7378799859521282
2026-01-23,0.7378799859521282
2026-01-24,0.7378799859521282
2026-01-25,0.7378799859521282
2026-01-26,0.7378799859521282
2026-01-27,0.7378799859521282
2026-01-28,0.7378799859521282
2026-01-29,0.7378799859521282
2026-01-30,0.7378799859521282
2026-01-31,0.7378799859521282
2026-02-01,0.7378799859521282
2026-02-02,0.7378799859521282
2026-02-03,0.7378799859521282
2026-02-04,0.7378799859521282
2026-02-05,0.7378799859521282
2026-02-06,0.7378799859521282
2026-02-07,0.7378799859521282
2026-02-08,0.7378799859521282
2026-02-09,0.7378799859521282
2026-02-10,0.7378799859521282
2026-02-11,0.7378799859521282
2026-02-12,0.7378799859521282
2026-02-13,0.7378799859521282
2026-02-14,0.7378799859521282
2026-02-15,0.7378799859521282
2026-02-16,0.7378799859521282
2026-02-17,0.7378799859521282
2026-02-18,0.7378799859521282
2026-02-19,0.7378799859521282
2026-02-20,0.7378799859521282
2026-02-21,0.7378799859521282
2026-02-22,0.7378799859521282
2026-02-23,0.7378799859521282
2026-02-24,0.7378799859521282
2026-02-25,0.7378799859521282
2026-02-26,0.7378799859521282
2026-02-27,0.7378799859521282
2026-02-28,0.7378799859521282
2026-03-01,0.7378799859521282
2026-03-02,0.7378799859521282
2026-03-03,0.7378799859521282
2026-03-04,0.7378799859521282
2026-03-05,0.7378799859521282
2026-03-06,0.7378799859521282
2026-03-07,0.7378799859521282
2026-03-08,0.7378799859521282
2026-03-09,0.7378799859521282
2026-03-10,0.7378799859521282
2026-03-11,0.7378799859521282
2026-03-12,0.7378799859521282
2026-03-13,0.7378799859521282
2026-03-14,0.7378799859521282
2026-03-15,0.7378799859521282
2026-03-16,0.7378799859521282
2026-03-17,0.7378799859521282
2026-03-18,0.7378799859521282
2026-03-19,0.7378799859521282
2026-03-20,0.7378799859521282
2026-03-21,0.7378799859521282
2026-03-22,0.7378799859521282
2026-03-23,0.7378799859521282
2026-03-24,0.7378799859521282
2026-03-25,0.7378799859521282
2026-03-26,0.7378799859521282
2026-03-27,0.7378799859521282
2026-03-28,0.7378799859521282
2026-03-29,0.7378799859521282
2026-03-30,0.7378799859521282
2026-03-31,0.7378799859521282
2026-04-01,0.7378799859521282
2026-04-02,0.7378799859521282
2026-04-03,0.7378799859521282
2026-04-04,0.7378799859521282
2026-04-05,0.7378799859521282
2026-04-06,0.7378799859521282
2026-04-07,0.7378799859521282
2026-04-08,0.7378799859521282
2026-04-09,0.7378799859521282
2026-04-10,0.7378799859521282
2026-04-11,0.7378799859521282
2026-04-12,0.7378799859521282
2026-04-13,0.7378799859521282
2026-04-14,0.7378799859521282
2026-04-15,0.7378799859521282
2026-04-16,0.7378799859521282
2026-04-17,0.7378799859521282
2026-04-18,0.7378799859521282
2026-04-19,0.7378799859521282
2026-04-20,0.7378799859521282
2026-04-21,0.7378799859521282
2026-04-22,0.7378799859521282
2026-04-23,0.7378799859521282
2026-04-24,0.7378799859521282
2026-04-25,0.7378799859521282
2026-04-26,0.7378799859521282
2026-04-27,0.7378799859521282
2026-04-28,0.7378799859521282
2026-04-29,0.7378799859521282
2026-04-30,0.7378799859521282
2026-05-01,0.7378799859521282
