source_id	original_filename	source_sha256	unit_type	unit	text_sha256	render_sha256	text_chars	semantic_disposition	visual_evidence_status
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	11	720cda8c4342f9646135b44e886b5381f802d31acebb31c8976eb8ebd09becba	15ff4ddb8efd18dd995565a7f2f460eed19ac45faa2e85685a88a276a2e236c8	342	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	12	1918ddd9fbd83ee02ac813577c63b98c0bed3b15cad79c3fe154e0bfbff3ff77	8446df015004bef6b3cfbcae8f31829cf231f93af704ae8f13bb683b5c27a469	553	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	13	4d452fe52a7645f7feb7d09b37272c279e2185ef21a0e34d196e2b7f600fb381	c3924ced9137fae8187f49a234c5e13d8844bfe00340de80335fbe3b0fb0afb4	187	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	14	45158f5d00b12f4497444cdf21aed54090b4ce1fb829cb25390f9921d3488cd3	90afb114b141f511cfaa89e907f2c8b6ff16b6ddf6d2378391f7119085deb75b	512	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	15	d9694e31562e91531be9e6c8e4f6b4e0bc35d972aa7c289cfb60d98caccb00d1	660fecfae08445ab50b6d8f2e9077fab6fd28e41988ded4fb74d2fbd0ebc1b87	515	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	16	0df9abf3216d1e7e993b6d1df379ed0c28b2a9aa3244e24803c546dd73198def	c90b4fed16470678a96776eb394dcc262680c850004dd8c37a80c2b06800ef65	233	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	17	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	3cd2b18770cebf5b46cbd3c514e266958df345ebb3a94e7f83025fbf9917dec7	0	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	18	71c8ec912dfcf3ae508ff2e8931663234cf6ef00a9f70960bad0f11774ca78c5	02dd3e36b3d3740198c7965033e19e696f29d4624c2a7d72e018f93775f1f305	186	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	19	1f2ae49abf42713340c565f280d5cff48160833f6a5144c7409029e58003351e	370c67fdecd347ff4a2e9a6629e1b6f213bda3ca58e8d24a5f30d72f47c328e4	286	TARGET_DEPLOYMENT	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	20	6a108f210d2425e4fafe7bbe1c6a020589d4bce74ab717e9d8f48707105f0fad	8cd62770ca0f168f62237e827df5240b1c8cf4da2f84e4bdc9b17ea2d4717207	54	DEALER_REVIEW	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	21	58366dccbaf4e6f8202c7fd6e61a972706e0950539e14adbde04a3bb223fe456	88c3297abd2b36c17a2aa3c81928b8991e83de479ada3fa398f7a4eb5a523063	222	DEALER_REVIEW	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	22	738ea3668cc54017feacad34e1e7d9fbf2ea28f453c3df73e1b31e078cd7aa6f	0f48d70ae701ccf8629abf204bf1a740d9bd3d795064339f42d4bd535186edde	391	DEALER_REVIEW	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	23	4909a3520209889f8d5d2a26ce4e7949f7181e29f2bab0c1e775f2c5c0e2e8e1	292573b8b70ac8292fc9a142aa2592310d09f4e3d81425de829b090f9335c864	253	DEALER_REVIEW	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	24	7da0b815b1e0027d1f6e78b83f840e5f0c5a687682ceeaf2109dbcb69efc914c	e453ab6b8910e4269fcd0f55514e09bb45198f128db6f587f911ea81b4e6e550	183	DEALER_REVIEW	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	25	2656e3d5821025fe9ee74e6afa9f93aca97cb633737fe21e047ecf677af71d80	61fefe47186f9ef6e155e4314c72fa0f7a15d44f329a975bb54329ab7164be7f	42	TARGET_FORECAST_ACTIVITY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	26	1faf66c991d439f46e415b8705b851006f61f6f2699b541c18eddc4cf3a233fe	29cb5cac6de4c3764dd81d26c876ecf51fd156bffebf0b0297c4948ae054a0a5	37	TARGET_FORECAST_ACTIVITY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	27	1faf66c991d439f46e415b8705b851006f61f6f2699b541c18eddc4cf3a233fe	fb147a938b011a69aabe96643a985b037c9a92f200205bcc370ac07e2ddeebfd	37	TARGET_FORECAST_ACTIVITY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	28	1faf66c991d439f46e415b8705b851006f61f6f2699b541c18eddc4cf3a233fe	a9674b276926a61f9df8c5e12642473697009e6678cc151da59d605991215ad4	37	TARGET_FORECAST_ACTIVITY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	29	2589c75b193db241ff4191c0014431a896c3603128a3044b75e208aa47dbc8ad	8d0727b4b7eff1876483fc418490f9c1cb67b6f4f5750b33b89e7d3a3502d6f8	175	DISTRIBUTION_ANALOGY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	30	ce74a0f34dd16f41471d5a183abc784ad37f2eb390150f0f7115fefd6abba25b	b590f7eeb98d08ae90ea656b1d7d3572e446380901db9530261900dc7725db0e	111	DISTRIBUTION_ANALOGY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	31	f12fece078b85afc642d3e8c96c099ae915b69c44f5e22a18cc9ad44c9cf0e43	6233fa581265024797e836d2817c756afb2bb4ad07a8dc1edaddb313721eabf7	107	DISTRIBUTION_ANALOGY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	32	665bc2486d63493cb6ae7bf8f67ed8a1856ac6509cfa5453be825ea65650fa1b	af1493ff9707bf3ec9b985385702c53b6daade870a6eba4955ee770b5e93e580	559	DISTRIBUTION_ANALOGY	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	33	24f305519c02d65b8cbea4ecbf1b1c73a55d1cb5be97808d3d94c38fe821272e	bfb99c3968d2edd962e00fdc1663610b6449718a977c0968f68152046e79194f	23	DP_COMPOSITION_ANALYSIS	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	34	65a7f60f81888870996f432350a2e5ae33a81f152959115b1d1623be93c515af	e1a5f2d1ec2c02887429e257974809f5e9cc49d88de6b4a71c037aee9daa48ed	776	DP_COMPOSITION_ANALYSIS	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	35	4941055b7d8082e297f1fff01d35f4dfd5e69060c0dc420b05ad405daa62a4cc	75fe193aeb735868c3af08ec30ab4c420cbe5e1a3c1ef1ef1b0f581ea5b108bd	384	DP_COMPOSITION_ANALYSIS	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	36	4f5c6f0f132441fb9d67617be4f9f7b7f728c96c0bffd4423a08a466eb7edb80	8d82c075be9ad192d565f25048dc3ae4418b17f5e96d26c5b92b8b0813d9f1ca	400	DP_COMPOSITION_ANALYSIS	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	37	76a1ad394dc680d077945ad3d1a79697995a4e20a4ad88572af60cdc13b2566c	4e9d1eb8f5c381d57ea3ce79774fdec98ca74310ba1f2c8db28edaca753515ab	458	DP_COMPOSITION_ANALYSIS	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	38	140ee35f6a9db33e9a3aed1875e5c67b8bb996f4645d2bd27c4651438fcf9e4f	829ed7b44bc3fb9c825776c00e8bc74c678e428ff1fd1bfc27af6b565c92b9c1	686	DP_COMPOSITION_ANALYSIS	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-027	3-6. ASSDP Breakdown target, form dealer review _ TTFU, Targetting _ Forecasting dan komposisi DP .pptx	ea8bb19154f7262ad240933b0c0ecffa01e9169207560f2934a54293728ca630	SLIDE	39	746b458bd0c81f78282b0aedd9631c91700785dd30144717cc634a892254b25c	47305ca8ab1c09cae4d9648463b568b071b11bb2b7b23ddfceb26cfd351faac7	23	CLOSING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	1	99c71315f07686497432f99432d5d1c9d1adaf53d932149ca5ebc3f223a4e642	db0d37b83a34f4ea434e584941015e995ae1e74ea803c7dfb2ad63eba0e2cbc3	37	TITLE	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	2	2600da19aba4d593eb2075404dc5bb7dcfadb7bfd66edcf3798a929a3937e030	c7203d1951ce050c0e8850ca144a8318953d740b7db8a3e55d74fc2347ab5e49	571	MARKET_RESEARCH	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	3	981592cc96990b6c1bdb31259c45c1a4451ca34e1d411a2d04904172633f7141	33344e5167f33f4c4f56e8632a412e5f0277f49bb04f7ab1708815a7048f8777	276	MARKET_RESEARCH	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	4	57c7b4e4fb731d86957684a412d7c4b2add688d86eb5b92054a3951f34c7cc29	e6688441c3e680cebb6a7074a223ce301dbe592e70d4b1c8a6bd1e1ae339f272	482	MARKET_RESEARCH	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	5	33da1eeabf1a2de3cf5d643b3a837da4572e060e4019127a701c0447b27d9ab4	1fde6a512218e5ee52d6b9ca74268ead2122be735d73a435e506080f0cf3848c	309	MARKET_RESEARCH	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	6	8a61f1378836da3ebbb572bbe027f6462257b2fe319b4000531de8f8f8de0d0f	a4f84a80336978fa00a04b0872fe8c8645cee265b3b5c65cbbe677034e25ad99	1897	MARKET_RESEARCH	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	7	4db8818a4bd3b6f54186ba628b42457ece529e6601d06c868658238d087ab11b	f43dca51b2e4377ff625ccaeed6930c5787e08479ba8a954859b988f156ab61a	593	DEMAND_MANAGEMENT_SYSTEM	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	8	e81dff9cdbb4cbaa1dddc5eb15140b455939be47a2a2d953d99cb9ca4f09a026	e5d3523b848de9bf981b583a627ad4582551240af02163836cc0609d90ca1190	1063	DEMAND_MANAGEMENT_SYSTEM	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	9	4018fa5ff3d67b287e1a0ef09baf255337904175758132ece8202359487c32e3	ca9368f1ad03fd912ef7de119ed0a707d8f1b145646199a1b11977eca2911676	321	DEMAND_FORECASTING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	10	1e2f59e3ee01d00bf730ab8cca0a0c434b54763a9ec97b3cd844978b47db88b2	a4a58f9c3b62f6cc6eb303e6fae18b5de338a9aaf746eac7bf66bf6613a29a21	61	DEMAND_FORECASTING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	11	4d9bf2d77d44ab4860e157e7f082fa995657d4f2eaf6548e961b9daba5efb15b	0ee84b2cd95b41b2c2ef73d42a4703f273f7ad691cce8eb82ebeba13ea3cf52a	236	DEMAND_FORECASTING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	12	2531e567690d5b4f5741f59c965ebe2c660a8eef91d4b1c6041ef7e4141e3fcd	5a16f133cf82fd70df40cc7ff9a717e1faa0b9d97ef3435e58740863a26a28dd	234	DEMAND_FORECASTING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	13	4bba200b097b08a4783dd90b0a4e070d3b38ab29649b34c54f3f606ca5ec858d	e7462a940427ac8f6f7c85a8a71965857300fff31b21cfec30c78482c56a3208	1531	MARKET_SENSING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	14	83a20b575a1f2acfd3ed6cf5dc49bd5c79b1d2866c338ba27c9ac5e7dbb31c4c	c78ae5fe0369ce32e8b6bf886e13fb02d58e5cb083d6a03060bfa8e7fa10415c	1105	MARKET_SENSING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	15	b0c4fa9bfb7391e7bcf80f808c0477daa85ca9268442514797a29251a42b6a7f	315d6a1d9c864ca6ba3db66d26c245d63bd936111b35817343ba2733e94fbab1	55	MARKET_SENSING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	16	99ed55fbe74f5aa1351327c70eb61da0dc0e7e7d12df9d1f726e9d67d18157f6	c0b0efb41fffb01f74903ae34c0a13416ad2fb5004d46e4684ba7c1aa098afac	79	SALES_PLAN_TARGETING_MONITORING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
WD-SRC-028	7. Demand Management _ Recovery Rate.pptx	1faab59cba2c176ac5e500a6deae60da3dcc2aa4afcc28f9461baa02fd15da89	SLIDE	17	99ed55fbe74f5aa1351327c70eb61da0dc0e7e7d12df9d1f726e9d67d18157f6	5bd11526ac99e25af5942aa80a1d5fea6b0e2827ed80ba702c4aa62cbf993d8c	79	SALES_PLAN_TARGETING_MONITORING	RENDER_AVAILABLE;CRITICAL_VISUALS_MANUALLY_INSPECTED
