family	relative_path	filename	extension	bytes	sha256	input_type	privacy_class	pii_risk
BUSINESS_MEMORY	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Summary Pembagian Ring.xlsx	xlsx	17479	3ba5e8ccae1020cea5a3d31318312dddc21ac33cb64095f73f4e4f7acd5807d1	HISTORICAL_CONTEXT	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/12. POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2023.xlsx	12. POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2023.xlsx	xlsx	6874175	1161e4438989262e48b535376853c2190b097d65fc7d5fa5609551bf4254920a	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/12. POLREG PER KECAMATAN PER SEGMENT 2021.xlsx	12. POLREG PER KECAMATAN PER SEGMENT 2021.xlsx	xlsx	923598	9e57b3df50bbecccd1e773f67db4071e402c45ac76734f2f95c944250500a2cb	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/12. POLREG PER KECAMATAN PER SEGMENT 2022.xlsx	12. POLREG PER KECAMATAN PER SEGMENT 2022.xlsx	xlsx	933204	2803c7d157dd1c7c37b60ff32c2d63e30b2288bab9c991bcf8d650326b07afc8	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2024.xlsx	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2024.xlsx	xlsx	6860480	cc60f9fb0d0f9dd1fa3b78948e4051eed7a9fe36f55ffc97041286691e06c505	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2025.xlsx	xlsx	7095031	ec49d3edb252d1859cd2ecadce9800496fc57a0280b38d2cd43e57ef823f1840	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx	POLREG PER KECAMATAN PER KELURAHAN PER SEGMENT 2026.xlsx	xlsx	6075555	175b7fff1b8830f1c9f39ce81f1a2f1a4c73fbd780d4d5de71c0d89820b2d245	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/SINSEN_EVALPOLREG+MSPERKAB_DEC 2024.xlsx	SINSEN_EVALPOLREG+MSPERKAB_DEC 2024.xlsx	xlsx	2365879	12f0a0d9f901a44ad12b9fe38d3bbc1c955d53c4134ede36ed091204dd42f008	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/SINSEN_EVALPOLREG+MSPERKAB_DEC 2025.xlsx	SINSEN_EVALPOLREG+MSPERKAB_DEC 2025.xlsx	xlsx	2556401	11f6340a4c5321a7f7c881c0a2f3bf4a3a23bdff3f398591d5f1394ce8aa2c13	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Market/SINSEN_EVALPOLREG+MSPERKAB_JUN 2026.xlsx	SINSEN_EVALPOLREG+MSPERKAB_JUN 2026.xlsx	xlsx	2310862	e0ee714d60baf2520037155f413d64e30629ce1cb16cce3296f07a94467ea107	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	LOW
BUSINESS_MEMORY	Retail Sales/Record Sales 2008-2025.xlsx	Record Sales 2008-2025.xlsx	xlsx	238070	687d856182c9111a84ae97aaa088dedb2f82db5054a0d614ee9f240f08fabee5	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Retail Sales/SSU 2024.xlsx	SSU 2024.xlsx	xlsx	89802144	31af415f9137dc59c6a22c9dfea0a6869610d53f1de45b33d14162b3912ea380	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	HIGH
BUSINESS_MEMORY	Retail Sales/SSU 2025.xlsx	SSU 2025.xlsx	xlsx	39996554	38e05002d23a6b275b6380bd78e991b8152b70e790c46e7ee543d5bae3891450	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	HIGH
BUSINESS_MEMORY	Retail Sales/SSU.2026.xlsx	SSU.2026.xlsx	xlsx	41577207	a9ff25cd2286e285865cf5d79d9d0e77f6f3dd81d874dfd3a61554a04c99f0c3	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	HIGH
BUSINESS_MEMORY	Retail Sales/Tabel Sales Summary 2017.xlsx	Tabel Sales Summary 2017.xlsx	xlsx	15343591	113dd4c0805242fe122db138d21aa6d75af18c4e6f149b3df9a13efff666bfdb	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Retail Sales/Tabel Sales Summary 2018.xlsx	Tabel Sales Summary 2018.xlsx	xlsx	34347180	227e91f033a72a83a3c4a2d6f158db52bf4380f6a92fce344591ac34a516f598	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Retail Sales/Tabel Sales Summary 2019.xlsx	Tabel Sales Summary 2019.xlsx	xlsx	26501028	7b71be51c47e778e23083d8c90b816ca49ed2ab50e395902af43e4933ff4ff65	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Retail Sales/Tabel Sales Summary 2020.xlsx	Tabel Sales Summary 2020.xlsx	xlsx	14082093	f69fa1def6d4fa884cc687709d0244d27829b2c14894b80e237949983fd98291	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Retail Sales/Tabel Sales Summary 2021.xlsx	Tabel Sales Summary 2021.xlsx	xlsx	18858703	0fa5683297ea4f9158da1fa6c009698ca769ad1f0163d3fc9e05634f7d51b6b9	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Retail Sales/Tabel Sales Summary 2022.xlsx	Tabel Sales Summary 2022.xlsx	xlsx	16155986	f2091628e8a5e20a061bbb079955cc0af0518a606edb55ba2f97f948904fa889	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Retail Sales/Tabel Sales Summary 2023.xlsx	Tabel Sales Summary 2023.xlsx	xlsx	32331090	428f9e7a3e97dffebd6a2be814bd5a2e395ae120c03e1cc8b3ad4aa875fdc6fd	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	StokMD - 2026-08-06T080446.204.xls	StokMD - 2026-08-06T080446.204.xls	xls	839774	653b4a90b93feca020da111f53e1c205e19c50f2b60cba953ee0ed5738cb9dba	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
BUSINESS_MEMORY	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	Stok_per_no_mesin_dealer - 2026-08-06T080342.480.xls	xls	3367056	433f163aa95da88d361a8955566563c4241f2b68bb139e5ca4c2325c1a9f280e	CURRENT_BUSINESS_DATA	PRIVATE_SENSITIVE	MEDIUM
MSW_2026	2026/1. Jan/1. PL SMH 1 periode 1-31 Januari 2026.jpg	1. PL SMH 1 periode 1-31 Januari 2026.jpg	jpg	1253231	f50b879dd4ad7241e4e570956b9c2fe85cbda34e294035880fcd04e8f0fea80b	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/1. PL SMH 2 periode 1-31 Januari 2026.jpg	1. PL SMH 2 periode 1-31 Januari 2026.jpg	jpg	1015404	5ce11983684f6fef57c8665da3ba0f396457a87348314af6d70a64f99abfde02	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/1. PL SMH periode 1-31 Januari 2026.xlsx	1. PL SMH periode 1-31 Januari 2026.xlsx	xlsx	763598	77f41fbd0a1f3481c55a58a8fe0c41336a0057685e4cdb63949abf71061a0881	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/2. PL SMH Accessories periode 1-31 Januari 2026.jpg	2. PL SMH Accessories periode 1-31 Januari 2026.jpg	jpg	1302094	82c9311832eb3c0280dfdbe6c339c59d4122b1dfa5720046991730ff4c2082ef	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/2. PL SMH Accessories periode 1-31 Januari 2026.xlsx	2. PL SMH Accessories periode 1-31 Januari 2026.xlsx	xlsx	232139	ade37e48c5af07417f2f6bf10e9ae0138db6e1d8e9dcc3eff945cd312add65cd	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/3. PL Premium 1 periode 1-31 Januari 2026.jpg	3. PL Premium 1 periode 1-31 Januari 2026.jpg	jpg	546138	0e396b1b73d1538bee71d42fdd28e5e7e01d9651d6a3eb18033f3ddbb4b38b83	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/3. PL Premium 2 periode 1-31 Januari 2026.jpg	3. PL Premium 2 periode 1-31 Januari 2026.jpg	jpg	609361	c1c5ed8cb384ecd23aeec5249014c242dd17aa1612d81fa137d89980c33b50f0	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/3. PL Premium periode 1-31 Januari 2026.xlsx	3. PL Premium periode 1-31 Januari 2026.xlsx	xlsx	416807	652761d017320cc9b13c1299153bf644a399abf61f8e268d30c04253b92936b7	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/4. PL Run Out Periode 1-31 Januari 2026.jpg	4. PL Run Out Periode 1-31 Januari 2026.jpg	jpg	574390	89a56783b3193912e4fc460e2111617985e377ed146e4eee7985dee47a5c0bfa	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/4. PL Run Out Periode 1-31 Januari 2026.xlsx	4. PL Run Out Periode 1-31 Januari 2026.xlsx	xlsx	59030	b9da1ba4a8d89fcdb54c345c3509e31394db7c9f19e9f9ae84b852e15fc36f06	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/5. PL EV periode 1-31 Januari 2026.jpg	5. PL EV periode 1-31 Januari 2026.jpg	jpg	465145	368ddcf31ae3a20598ccc363c8bc687ba31449424117af4e1927f602a0a27147	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/5. PL EV periode 1-31 Januari 2026.xlsx	5. PL EV periode 1-31 Januari 2026.xlsx	xlsx	309288	b8fd09a8382b52adbff3e1b005470b0ac19b9cf80f8d31e06bdf6d463367e7c1	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/6. PL Khusus EM1 reguler periode 1-31 Januari 2026.jpg	6. PL Khusus EM1 reguler periode 1-31 Januari 2026.jpg	jpg	332609	4235a8ca0a0b415fb639b85ddab3a177cfcd627d7853a43e4fd7d95c85b0c968	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/6. PL Khusus EM1 reguler periode 1-31 Januari 2026.xlsx	6. PL Khusus EM1 reguler periode 1-31 Januari 2026.xlsx	xlsx	334524	a908f53e3290d3d6f3733bfb28b5b8fddd5a149e2481b5fe6bb4ad2a8b7793a8	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/7. PL New Vario 125 Series Periode 1-31 Januari 2026.jpg	7. PL New Vario 125 Series Periode 1-31 Januari 2026.jpg	jpg	388834	7fe9361c7b08a33758506e58cb482d965ec3fcc4706b0138b34b0df72467d8c5	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/7. PL New Vario 125 Series Periode 1-31 Januari 2026.xlsx	7. PL New Vario 125 Series Periode 1-31 Januari 2026.xlsx	xlsx	533406	afb8be629524201817b111f1828e8695f639fe88b929755018ee40d9da26c73a	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/8. MSW (Marketing Secret Weapon) periode 1-31 Januari 2026.jpeg	8. MSW (Marketing Secret Weapon) periode 1-31 Januari 2026.jpeg	jpeg	827299	8bd47fcbbaaa5ec25782b324c5b154f37a520cd7a50356e65e5754181019ef80	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/1. Update PL SMH 1 periode 3-31 Januari 2026.jpg	1. Update PL SMH 1 periode 3-31 Januari 2026.jpg	jpg	1250312	baa25a91a262a0ec4533e71bd44a957a2f881dbc1813a3c8c00a6b6ca237783a	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/1. Update PL SMH 2 periode 3-31 Januari 2026.jpg	1. Update PL SMH 2 periode 3-31 Januari 2026.jpg	jpg	1016224	aaedc249ebf0e7b87fea9a437dbade3c43d35e6d145e9ba255914b674f4c2622	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/1. Update PL SMH periode 3-31 Januari 2026.xlsx	1. Update PL SMH periode 3-31 Januari 2026.xlsx	xlsx	762486	821fd3161d7668c395e5e1afc9d5a00a197152fd858375dda503e696c211ea66	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/2. Update PL SMH Accessories periode 3-31 Januari 2026.jpg	2. Update PL SMH Accessories periode 3-31 Januari 2026.jpg	jpg	1300121	bc3b9b8bcd784f42e171c6ab72c3e367ca5c7fd9abe788b87c4a28ebd25e60f6	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/2. Update PL SMH Accessories periode 3-31 Januari 2026.xlsx	2. Update PL SMH Accessories periode 3-31 Januari 2026.xlsx	xlsx	230814	2ead2f6151aedcae0014d8cf2a5d9874fd41392a1c19b7a8a19c6430fc9a0725	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/3. Update PL Premium 1 periode 3-31 Januari 2026.jpg	3. Update PL Premium 1 periode 3-31 Januari 2026.jpg	jpg	515353	4d2faba65e7eadcf05374f39029806ea4e608f72d917be3fd4a1e040382856b8	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/3. Update PL Premium 2 periode 3-31 Januari 2026.jpg	3. Update PL Premium 2 periode 3-31 Januari 2026.jpg	jpg	626552	e6a4e2da8efa2614e0ee47da076297f3ea645348f993a3f797776fc7406d9a28	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/3. Update PL Premium periode 3-31 Januari 2026.xlsx	3. Update PL Premium periode 3-31 Januari 2026.xlsx	xlsx	417523	44e40db4d8ac90d4b6c6f50aba985d3a57a3921d795e7cd9a472e67adc135c6b	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/4. Update PL Run Out Periode 3-31 Januari 2026.jpg	4. Update PL Run Out Periode 3-31 Januari 2026.jpg	jpg	653868	33c443f5f7e10eec8412a6585e3402c01dcdaef85d68097a78347f9586eec640	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/4. Update PL Run Out Periode 3-31 Januari 2026.xlsx	4. Update PL Run Out Periode 3-31 Januari 2026.xlsx	xlsx	60603	53745fde5b965d1f92268847d42142787851a09ba33a9e2918df35f9189c22df	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/7. Update PL New Vario 125 Series Periode 3-31 Januari 2026.jpg	7. Update PL New Vario 125 Series Periode 3-31 Januari 2026.jpg	jpg	400122	7de0cc081087156c90ac17b2cb520df5237b3f5b0862a8b04dcade268cda1ca3	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan/Revisi/7. Update PL New Vario 125 Series Periode 3-31 Januari 2026.xlsx	7. Update PL New Vario 125 Series Periode 3-31 Januari 2026.xlsx	xlsx	552321	a225d7def6d11381f2cbe7d1f7316a139dea685fd81351d132c85b48d9dd53e2	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/1. Jan.jpeg	1. Jan.jpeg	jpeg	827299	8bd47fcbbaaa5ec25782b324c5b154f37a520cd7a50356e65e5754181019ef80	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/007 - Juklak Program Sales Support Periode Februari 2026_Dealer.pdf	007 - Juklak Program Sales Support Periode Februari 2026_Dealer.pdf	pdf	1185391	ac157c36930fdef6dfe3441b34d90b46df9bb189a64a878e912407fbd7c98058	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/009 - Form Lamp. BAST program Voucher EM1 e Series & CUV e Series periode Februari 2026.xlsx	009 - Form Lamp. BAST program Voucher EM1 e Series & CUV e Series periode Februari 2026.xlsx	xlsx	21957	5404a348b48641ddcaf089cbb12cb82df565f6300b7d6f4dd2a36161beb1169e	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/009 - Juklak Program Sales Support Motor EV Periode Februari 2026_Dealer.pdf	009 - Juklak Program Sales Support Motor EV Periode Februari 2026_Dealer.pdf	pdf	850585	073e85ff54de3e2fe50d230d39c2e7a8513c04cebad1257b617ce777298ebf86	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/011 - Form Lamp. BAST program Special Gift Honda periode Februari 2026.xlsx	011 - Form Lamp. BAST program Special Gift Honda periode Februari 2026.xlsx	xlsx	26206	e444d31d475f307ae11fa353581fb5cd2ce593eab514d764b7a36523e9a4bbaf	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/011 - Juklak Program Special Gift Honda Periode 1-28 Februari 2026.pdf	011 - Juklak Program Special Gift Honda Periode 1-28 Februari 2026.pdf	pdf	1200032	e4786c844e0c738ae8e5c964830415c9d773a1691e4fe991c7213522e4f15ec4	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/012 - Form Surat Informasi Syarat Klaim yang belum terpenuhi.docx	012 - Form Surat Informasi Syarat Klaim yang belum terpenuhi.docx	docx	17847	1bbc49951a061cc9c02bd2306199661c8603ff74549352f3a1e1ca84e34f5a09	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/012 - Form Surat Konfirmasi penjualan yang tidak mengikuti program periode Februari 2026.docx	012 - Form Surat Konfirmasi penjualan yang tidak mengikuti program periode Februari 2026.docx	docx	16753	21ed33f7e7254592a8430774868531b96cd23b52a6e69df31661459f22342fda	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26/012 - Juklak Tata Cara Klaim Periode Februari 2026.pdf	012 - Juklak Tata Cara Klaim Periode Februari 2026.pdf	pdf	2110266	dffd29f644464c1292fc249cdeb2f1bae3815bdf5a29924550522fbb9633df27	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/Juklak feb 26.zip	Juklak feb 26.zip	zip	4460898	dd84d5c6f693673e97375eb1cdb0cf9b9c7403017a980c75fa8833e3b5dfd41d	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/1. PL SMH 1 periode 1-28 Februari 2026.jpg	1. PL SMH 1 periode 1-28 Februari 2026.jpg	jpg	1325987	97f6bac1c1a4e96ed73db6a4be124d81018ec69343be70c190ff56315df5904c	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/1. PL SMH 2 periode 1-28 Februari 2026.jpg	1. PL SMH 2 periode 1-28 Februari 2026.jpg	jpg	1017345	ad10de1fe59deac3bc581cf917a9e09051fa3ccccc99c24be8904634f9dd3438	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/1. PL SMH periode 1-28 Februari 2026.xlsx	1. PL SMH periode 1-28 Februari 2026.xlsx	xlsx	1011668	0a30bb39e36721868a8a6e39f13855967ec9bdeacc394c789a72c0437c294170	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/2. PL SMH Accessories periode 1-28 Februari 2026.jpg	2. PL SMH Accessories periode 1-28 Februari 2026.jpg	jpg	1343978	5f5ebc89ac7160d2f9e9380e461f164464f7b1dc76f11a387e72fefd8b1ef830	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/2. PL SMH Accessories periode 1-28 Februari 2026.xlsx	2. PL SMH Accessories periode 1-28 Februari 2026.xlsx	xlsx	291408	c9c4ec1afbf3ca9c76c31dd3f32eba0eaa0011b62da31daf46574560e5c90ef9	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/3. PL Premium 1 periode 1-28 Februari 2026.jpg	3. PL Premium 1 periode 1-28 Februari 2026.jpg	jpg	541698	4a508d86b720d2127eee0467d243b026017ac72364f4dc20290667467283412a	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/3. PL Premium 2 periode 1-28 Februari 2026.jpg	3. PL Premium 2 periode 1-28 Februari 2026.jpg	jpg	609739	e9b8f14b0eb2b0c1a9bb3b15a4a516e8f240a8034f9c56bfaa7d5aa3251fb6e7	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/3. PL Premium periode 1-28 Februari 2026.xlsx	3. PL Premium periode 1-28 Februari 2026.xlsx	xlsx	417416	9cb55165856d6a66685cae094ca41f3e03944c6e2e523a127cb0b6f0ed9ec635	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/4. PL Run Out Periode 1-28 Februari 2026.jpg	4. PL Run Out Periode 1-28 Februari 2026.jpg	jpg	661390	58bf0363212bba2298d56532b8a491bbcea2a8e1869fb5cdcff33a0f505040fe	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/4. PL Run Out Periode 1-28 Februari 2026.xlsx	4. PL Run Out Periode 1-28 Februari 2026.xlsx	xlsx	61150	06ab3deff9a7661e9123ca4a53db28e8e9618199dce61faa0042e0de33dbc1a9	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/5. PL EV periode 1-28 Februari 2026.jpg	5. PL EV periode 1-28 Februari 2026.jpg	jpg	467377	8c5dcf009bd9c60ab580c2a499fc0b76f4b8d5b99fb003480e063da986358edf	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/5. PL EV periode 1-28 Februari 2026.xlsx	5. PL EV periode 1-28 Februari 2026.xlsx	xlsx	311488	857d5575d1bc8ab237e28026deca8812e5dc62fd44e6d48be1ebc934c86eaf0e	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
MSW_2026	2026/2. Feb/msw feb 26/6. PL Khusus EM1 reguler periode 1-28 Februari 2026.jpg	6. PL Khusus EM1 reguler periode 1-28 Februari 2026.jpg	jpg	338186	6de60a97416e004cbc9e30b0d64a2af6b87c2650611273f0cf504a6131dc4649	CURRENT_BUSINESS_DATA	PRIVATE_COMMERCIAL	LOW
