effective_start	effective_end	program_family	product	otr_rupiah	dp_thousand_rupiah	voucher_thousand_rupiah	cukup_bayar_thousand_rupiah	installment_12_thousand	installment_24_thousand	installment_36_thousand	installment_42_thousand	installment_48_thousand	source_filename	source_sheet	source_rows	offer_row	unit_note	data_quality
2026-08-01	2026-08-31	SMH	Genio CBS ISS	19745000	1600	0	1600	1927.2775574800064	1128.4454004562745	878.8097526024811	793.867864297724	743.3882992205745	1. PL SMH periode Agustus 2026.xlsx	PL 1	19-21	19	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Genio CBS ISS	19745000	2000	0	2000	1888.2827066846714	1106.0802723122335	861.5275196911372	778.3763616148435	728.9859017044058	1. PL SMH periode Agustus 2026.xlsx	PL 1	19-21	20	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	Genio CBS ISS	19745000	3000	0	3000	1790.795579696333	1050.1674519521307	818.3219374127767	739.6476049076418	692.9799079139838	1. PL SMH periode Agustus 2026.xlsx	PL 1	19-21	21	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 CBS	28500000	2300	0	2300	2838.4946847614224	1710.5055199418791	1363	1247.8094159206687	1180.7317915037852	1. PL SMH periode Agustus 2026.xlsx	PL 1	23-25	23	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 CBS	28500000	2900	0	2900	2777.9171928095598	1674.7582781458107	1334.9249079326298	1222.1396069118093	1156.6186157653167	1. PL SMH periode Agustus 2026.xlsx	PL 1	23-25	24	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 CBS	28500000	4300	0	4300	2636.569711588547	1591.3480472883173	1268.9747748567006	1162.2433858911368	1100.3545390422235	1. PL SMH periode Agustus 2026.xlsx	PL 1	23-25	25	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 ABS	31225000	2500	0	2500	3102.531527276058	1869.7088402174868	1490	1363.99738894702	1290.6954082386203	1. PL SMH periode Agustus 2026.xlsx	PL 1	27-29	27	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 ABS	31225000	3200	0	3200	3031.857786665552	1828.00372478874	1457.1187277128488	1334.0492784366838	1262.5633698770735	1. PL SMH periode Agustus 2026.xlsx	PL 1	27-29	28	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 ABS	31225000	4700	0	4700	2880.414056785895	1738.635620298569	1386.4578708457818	1269.8747559145345	1202.280430530902	1. PL SMH periode Agustus 2026.xlsx	PL 1	27-29	29	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 ABS SPECIAL	32995000	2700	0	2700	3267	1969	1569	1436	1359	1. PL SMH periode Agustus 2026.xlsx	PL 1	31-33	31	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 ABS SPECIAL	32995000	3300	0	3300	3206	1933	1541	1411	1335	1. PL SMH periode Agustus 2026.xlsx	PL 1	31-33	32	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	STYLO 160 ABS SPECIAL	32995000	5000	0	5000	3035	1832	1461	1338	1267	1. PL SMH periode Agustus 2026.xlsx	PL 1	31-33	33	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 CBS	27010000	2200	0	2200	2600.4721345148564	1523.0395067118304	1186	1071.6905369746698	1003.6409725625106	1. PL SMH periode Agustus 2026.xlsx	PL 1	7-9	7	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 CBS	27010000	2700	0	2700	2551.7285710206875	1495.0830965317793	1164.6332577742144	1052.3261586210692	985.6379756672997	1. PL SMH periode Agustus 2026.xlsx	PL 1	7-9	8	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 CBS	27010000	4100	0	4100	2415.246593237014	1416.8051480276354	1104.14544258451	998.1058992309871	935.229584360709	1. PL SMH periode Agustus 2026.xlsx	PL 1	7-9	9	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 CBS SP	27580000	2300	0	2300	2648.1303738242646	1551.0395288917628	1208	1091.4383300196719	1022.1543544197008	1. PL SMH periode Agustus 2026.xlsx	PL 1	11-13	11	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 CBS SP	27580000	2800	0	2800	2599.386810330095	1523.0831187117112	1186.466766722761	1072.0739516660713	1004.1513575244899	1. PL SMH periode Agustus 2026.xlsx	PL 1	11-13	12	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 CBS SP	27580000	4200	0	4200	2462.904832546422	1444.8051702075675	1125.9789515330563	1017.8536922759891	953.7429662178993	1. PL SMH periode Agustus 2026.xlsx	PL 1	11-13	13	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 ABS	29735000	2400	0	2400	2855.4202252969408	1672.4469496370787	1303	1176.8681580022526	1102.1601226969406	1. PL SMH periode Agustus 2026.xlsx	PL 1	15-17	15	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 ABS	29735000	3000	0	3000	2796.927949103938	1638.899257421017	1276.7063779251669	1153.6309039779317	1080.5565264226873	1. PL SMH periode Agustus 2026.xlsx	PL 1	15-17	16	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	New Vario Evo 160 ABS	29735000	4500	0	4500	2650.6972586214306	1555.030026880863	1211.8980045076264	1095.5377689171296	1026.5475357370544	1. PL SMH periode Agustus 2026.xlsx	PL 1	15-17	17	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 CBS MMC	32850000	2700	600	2100	3076.866719458967	1772.1984928589545	1361	1219.9765236379649	1135.1563560512575	1. PL SMH periode Agustus 2026.xlsx	PL 1	19-21	19	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 CBS MMC	32850000	3300	600	2700	3019.548636059891	1739.8737526799187	1336.6639034550753	1198.074220734574	1114.925971923513	1. PL SMH periode Agustus 2026.xlsx	PL 1	19-21	20	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 CBS MMC	32850000	5000	600	4400	2857.147399762509	1648.2869888393163	1266.8700102785415	1136.0176958416328	1057.6065502282372	1. PL SMH periode Agustus 2026.xlsx	PL 1	19-21	21	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 ABS MMC	36260000	2900	600	2300	3394.301047962919	1955.0563155777436	1502	1345.8673103428393	1252.2995524102894	1. PL SMH periode Agustus 2026.xlsx	PL 1	23-25	23	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 ABS MMC	36260000	3700	600	3100	3317.8769367641507	1911.9566620056955	1468.920046606104	1316.6642398049846	1225.3257069066299	1. PL SMH periode Agustus 2026.xlsx	PL 1	23-25	24	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 ABS MMC	36260000	5500	600	4900	3145.922686566923	1814.9824414685875	1395.020630301539	1250.9573310948117	1164.634554523397	1. PL SMH periode Agustus 2026.xlsx	PL 1	23-25	25	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 ABS RoadSync MMC	39260000	3200	600	2600	3661.718566061308	2109.2453262317454	1620	1452.0934794242858	1351.1755548346398	1. PL SMH periode Agustus 2026.xlsx	PL 1	27-29	27	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 ABS RoadSync MMC	39260000	4000	600	3400	3585.29445486254	2066.145672659697	1587.4054440810899	1422.890408886431	1324.201709330981	1. PL SMH periode Agustus 2026.xlsx	PL 1	27-29	28	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	PCX 160 ABS RoadSync MMC	39260000	5900	600	5300	3403.787190765466	1963.7839954260833	1509	1353.5331163590265	1260.1388262597902	1. PL SMH periode Agustus 2026.xlsx	PL 1	27-29	29	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 CBS	35565000	2900	0	2900	3325.7099782763985	1915.5915790388278	1471.4617759746684	1318.7212310859948	1227.0499256871842	1. PL SMH periode Agustus 2026.xlsx	PL 1	31-33	31	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
2026-08-01	2026-08-31	SMH	ADV 160 CBS	35565000	3600	0	3600	3258.8388809774765	1877.8793821632862	1442.7231140784486	1293.168544365372	1203.4478108714825	1. PL SMH periode Agustus 2026.xlsx	PL 1	31-33	32	DP/voucher/cukup bayar/installment values are source-stated in thousands (000) Rupiah; OTR is stored as full Rupiah.	Structured from source workbook cells. Blank voucher treated as 0 only where source voucher cell is blank; no financing formula was invented.
